zone_id,delivery_timestamp,delivery_count,vehicle_type,distance_km,hour
ZONE_A,2026-01-04 21:00:00,5,van,1.58,21
ZONE_A,2026-01-04 22:00:00,6,motorcycle,9.73,22
ZONE_A,2026-01-04 23:00:00,6,truck,3.29,23
ZONE_A,2026-01-05 00:00:00,10,truck,5.73,0
ZONE_A,2026-01-05 01:00:00,11,truck,2.86,1
ZONE_A,2026-01-05 02:00:00,11,van,2.33,2
ZONE_A,2026-01-05 03:00:00,8,truck,9.22,3
ZONE_A,2026-01-05 04:00:00,9,motorcycle,3.04,4
ZONE_A,2026-01-05 05:00:00,9,truck,1.83,5
ZONE_A,2026-01-05 06:00:00,11,truck,7.31,6
ZONE_A,2026-01-05 07:00:00,8,motorcycle,4.72,7
ZONE_A,2026-01-05 08:00:00,10,van,1.22,8
ZONE_A,2026-01-05 09:00:00,32,truck,6.9,9
ZONE_A,2026-01-05 10:00:00,30,truck,13.37,10
ZONE_A,2026-01-05 11:00:00,31,van,5.6,11
ZONE_A,2026-01-05 12:00:00,56,van,5.37,12
ZONE_A,2026-01-05 13:00:00,58,van,7.31,13
ZONE_A,2026-01-05 14:00:00,30,truck,6.54,14
ZONE_A,2026-01-05 15:00:00,34,truck,11.25,15
ZONE_A,2026-01-05 16:00:00,28,van,11.88,16
ZONE_A,2026-01-05 17:00:00,40,van,1.52,17
ZONE_A,2026-01-05 18:00:00,52,motorcycle,13.3,18
ZONE_A,2026-01-05 19:00:00,15,van,11.63,19
ZONE_A,2026-01-05 20:00:00,10,van,8.67,20
ZONE_A,2026-01-05 21:00:00,7,van,4.16,21
ZONE_A,2026-01-05 22:00:00,8,truck,3.43,22
ZONE_A,2026-01-05 23:00:00,11,truck,7.65,23
ZONE_A,2026-01-06 00:00:00,7,motorcycle,3.8,0
ZONE_A,2026-01-06 01:00:00,8,van,1.13,1
ZONE_A,2026-01-06 02:00:00,9,truck,13.27,2
ZONE_A,2026-01-06 03:00:00,10,van,2.09,3
ZONE_A,2026-01-06 04:00:00,6,van,5.44,4
ZONE_A,2026-01-06 05:00:00,8,van,10.8,5
ZONE_A,2026-01-06 06:00:00,10,van,6.33,6
ZONE_A,2026-01-06 07:00:00,10,truck,7.26,7
ZONE_A,2026-01-06 08:00:00,8,truck,3.61,8
ZONE_A,2026-01-06 09:00:00,29,motorcycle,14.87,9
ZONE_A,2026-01-06 10:00:00,31,van,8.06,10
ZONE_A,2026-01-06 11:00:00,38,truck,5.57,11
ZONE_A,2026-01-06 12:00:00,37,truck,2.19,12
ZONE_A,2026-01-06 13:00:00,60,van,7.85,13
ZONE_A,2026-01-06 14:00:00,28,motorcycle,2.45,14
ZONE_A,2026-01-06 15:00:00,31,truck,10.77,15
ZONE_A,2026-01-06 16:00:00,41,truck,6.05,16
ZONE_A,2026-01-06 17:00:00,29,motorcycle,12.5,17
ZONE_A,2026-01-06 18:00:00,43,van,5.63,18
ZONE_A,2026-01-06 19:00:00,17,truck,3.29,19
ZONE_A,2026-01-06 20:00:00,7,motorcycle,7.93,20
ZONE_A,2026-01-06 21:00:00,7,van,1.07,21
ZONE_A,2026-01-06 22:00:00,8,truck,6.62,22
ZONE_A,2026-01-06 23:00:00,9,truck,12.09,23
ZONE_A,2026-01-07 00:00:00,10,truck,2.52,0
ZONE_A,2026-01-07 01:00:00,9,truck,9.39,1
ZONE_A,2026-01-07 02:00:00,8,truck,14.68,2
ZONE_A,2026-01-07 03:00:00,8,motorcycle,5.73,3
ZONE_A,2026-01-07 04:00:00,8,truck,6.54,4
ZONE_A,2026-01-07 05:00:00,8,van,13.45,5
ZONE_A,2026-01-07 06:00:00,10,truck,2.18,6
ZONE_A,2026-01-07 07:00:00,6,van,1.18,7
ZONE_A,2026-01-07 08:00:00,8,van,11.31,8
ZONE_A,2026-01-07 09:00:00,36,truck,12.42,9
ZONE_A,2026-01-07 10:00:00,37,truck,14.74,10
ZONE_A,2026-01-07 11:00:00,35,van,10.29,11
ZONE_A,2026-01-07 12:00:00,40,truck,13.01,12
ZONE_A,2026-01-07 13:00:00,48,motorcycle,5.41,13
ZONE_A,2026-01-07 14:00:00,24,motorcycle,1.25,14
ZONE_A,2026-01-07 15:00:00,26,motorcycle,14.85,15
ZONE_A,2026-01-07 16:00:00,25,truck,7.81,16
ZONE_A,2026-01-07 17:00:00,28,van,5.13,17
ZONE_A,2026-01-07 18:00:00,45,van,12.79,18
ZONE_A,2026-01-07 19:00:00,14,van,13.34,19
ZONE_A,2026-01-07 20:00:00,7,truck,8.82,20
ZONE_A,2026-01-07 21:00:00,10,truck,5.18,21
ZONE_A,2026-01-07 22:00:00,8,motorcycle,1.77,22
ZONE_A,2026-01-07 23:00:00,6,motorcycle,5.89,23
ZONE_A,2026-01-08 00:00:00,10,motorcycle,2.47,0
ZONE_A,2026-01-08 01:00:00,12,van,7.14,1
ZONE_A,2026-01-08 02:00:00,9,motorcycle,13.81,2
ZONE_A,2026-01-08 03:00:00,8,truck,2.92,3
ZONE_A,2026-01-08 04:00:00,8,truck,5.07,4
ZONE_A,2026-01-08 05:00:00,8,truck,6.91,5
ZONE_A,2026-01-08 06:00:00,12,motorcycle,7.52,6
ZONE_A,2026-01-08 07:00:00,9,truck,3.61,7
ZONE_A,2026-01-08 08:00:00,9,truck,9.35,8
ZONE_A,2026-01-08 09:00:00,25,truck,1.7,9
ZONE_A,2026-01-08 10:00:00,28,van,14.71,10
ZONE_A,2026-01-08 11:00:00,29,motorcycle,2.7,11
ZONE_A,2026-01-08 12:00:00,42,motorcycle,8.58,12
ZONE_A,2026-01-08 13:00:00,42,truck,4.08,13
ZONE_A,2026-01-08 14:00:00,37,truck,11.84,14
ZONE_A,2026-01-08 15:00:00,27,motorcycle,8.89,15
ZONE_A,2026-01-08 16:00:00,32,truck,12.24,16
ZONE_A,2026-01-08 17:00:00,33,truck,2.72,17
ZONE_A,2026-01-08 18:00:00,37,motorcycle,12.96,18
ZONE_A,2026-01-08 19:00:00,13,van,11.56,19
ZONE_A,2026-01-08 20:00:00,8,van,9.9,20
ZONE_A,2026-01-08 21:00:00,9,motorcycle,13.7,21
ZONE_A,2026-01-08 22:00:00,9,van,13.51,22
ZONE_A,2026-01-08 23:00:00,7,motorcycle,9.68,23
ZONE_A,2026-01-09 00:00:00,11,van,13.35,0
ZONE_A,2026-01-09 01:00:00,9,motorcycle,13.44,1
ZONE_A,2026-01-09 02:00:00,7,motorcycle,12.45,2
ZONE_A,2026-01-09 03:00:00,9,motorcycle,13.23,3
ZONE_A,2026-01-09 04:00:00,8,motorcycle,13.13,4
ZONE_A,2026-01-09 05:00:00,11,van,7.89,5
ZONE_A,2026-01-09 06:00:00,9,van,2.02,6
ZONE_A,2026-01-09 07:00:00,11,van,9.79,7
ZONE_A,2026-01-09 08:00:00,9,van,1.89,8
ZONE_A,2026-01-09 09:00:00,28,motorcycle,7.99,9
ZONE_A,2026-01-09 10:00:00,33,motorcycle,11.73,10
ZONE_A,2026-01-09 11:00:00,27,van,6.28,11
ZONE_A,2026-01-09 12:00:00,39,truck,14.17,12
ZONE_A,2026-01-09 13:00:00,44,van,14.37,13
ZONE_A,2026-01-09 14:00:00,33,truck,9.9,14
ZONE_A,2026-01-09 15:00:00,31,truck,14.35,15
ZONE_A,2026-01-09 16:00:00,28,van,9.19,16
ZONE_A,2026-01-09 17:00:00,27,van,4.18,17
ZONE_A,2026-01-09 18:00:00,42,truck,10.93,18
ZONE_A,2026-01-09 19:00:00,16,motorcycle,14.59,19
ZONE_A,2026-01-09 20:00:00,8,motorcycle,3.24,20
ZONE_A,2026-01-09 21:00:00,7,truck,6.33,21
ZONE_A,2026-01-09 22:00:00,10,van,1.82,22
ZONE_A,2026-01-09 23:00:00,10,van,4.07,23
ZONE_A,2026-01-10 00:00:00,7,motorcycle,5.13,0
ZONE_A,2026-01-10 01:00:00,5,truck,8.02,1
ZONE_A,2026-01-10 02:00:00,7,motorcycle,14.13,2
ZONE_A,2026-01-10 03:00:00,7,truck,11.6,3
ZONE_A,2026-01-10 04:00:00,5,truck,3.71,4
ZONE_A,2026-01-10 05:00:00,6,motorcycle,6.17,5
ZONE_A,2026-01-10 06:00:00,7,van,13.46,6
ZONE_A,2026-01-10 07:00:00,7,van,1.04,7
ZONE_A,2026-01-10 08:00:00,7,truck,11.03,8
ZONE_A,2026-01-10 09:00:00,22,van,9.97,9
ZONE_A,2026-01-10 10:00:00,24,motorcycle,3.38,10
ZONE_A,2026-01-10 11:00:00,21,van,14.79,11
ZONE_A,2026-01-10 12:00:00,33,motorcycle,10.91,12
ZONE_A,2026-01-10 13:00:00,35,motorcycle,1.94,13
ZONE_A,2026-01-10 14:00:00,22,motorcycle,4.01,14
ZONE_A,2026-01-10 15:00:00,21,van,4.7,15
ZONE_A,2026-01-10 16:00:00,25,motorcycle,10.34,16
ZONE_A,2026-01-10 17:00:00,17,truck,2.39,17
ZONE_A,2026-01-10 18:00:00,24,van,10.97,18
ZONE_A,2026-01-10 19:00:00,11,motorcycle,10.59,19
ZONE_A,2026-01-10 20:00:00,6,motorcycle,6.69,20
ZONE_A,2026-01-10 21:00:00,5,van,8.66,21
ZONE_A,2026-01-10 22:00:00,6,motorcycle,2.91,22
ZONE_A,2026-01-10 23:00:00,5,truck,7.62,23
ZONE_A,2026-01-11 00:00:00,7,truck,5.34,0
ZONE_A,2026-01-11 01:00:00,7,van,13.97,1
ZONE_A,2026-01-11 02:00:00,5,motorcycle,11.06,2
ZONE_A,2026-01-11 03:00:00,8,truck,2.11,3
ZONE_A,2026-01-11 04:00:00,6,motorcycle,11.71,4
ZONE_A,2026-01-11 05:00:00,7,motorcycle,9.85,5
ZONE_A,2026-01-11 06:00:00,6,truck,5.58,6
ZONE_A,2026-01-11 07:00:00,7,van,6.86,7
ZONE_A,2026-01-11 08:00:00,7,van,4.63,8
ZONE_A,2026-01-11 09:00:00,17,van,12.57,9
ZONE_A,2026-01-11 10:00:00,16,truck,13.77,10
ZONE_A,2026-01-11 11:00:00,28,truck,14.0,11
ZONE_A,2026-01-11 12:00:00,24,van,6.57,12
ZONE_A,2026-01-11 13:00:00,27,van,11.41,13
ZONE_A,2026-01-11 14:00:00,22,motorcycle,12.52,14
ZONE_A,2026-01-11 15:00:00,20,motorcycle,7.54,15
ZONE_A,2026-01-11 16:00:00,19,motorcycle,1.96,16
ZONE_A,2026-01-11 17:00:00,18,truck,10.87,17
ZONE_A,2026-01-11 18:00:00,30,motorcycle,5.19,18
ZONE_A,2026-01-11 19:00:00,9,truck,9.17,19
ZONE_A,2026-01-11 20:00:00,6,van,14.3,20
ZONE_A,2026-01-11 21:00:00,6,van,14.92,21
ZONE_A,2026-01-11 22:00:00,5,motorcycle,5.39,22
ZONE_A,2026-01-11 23:00:00,8,van,12.67,23
ZONE_A,2026-01-12 00:00:00,9,motorcycle,14.23,0
ZONE_A,2026-01-12 01:00:00,10,van,11.36,1
ZONE_A,2026-01-12 02:00:00,8,van,5.53,2
ZONE_A,2026-01-12 03:00:00,8,motorcycle,2.84,3
ZONE_A,2026-01-12 04:00:00,11,motorcycle,9.1,4
ZONE_A,2026-01-12 05:00:00,8,motorcycle,4.19,5
ZONE_A,2026-01-12 06:00:00,7,motorcycle,4.07,6
ZONE_A,2026-01-12 07:00:00,8,van,12.67,7
ZONE_A,2026-01-12 08:00:00,7,van,10.47,8
ZONE_A,2026-01-12 09:00:00,24,truck,1.65,9
ZONE_A,2026-01-12 10:00:00,32,van,9.44,10
ZONE_A,2026-01-12 11:00:00,33,van,2.79,11
ZONE_A,2026-01-12 12:00:00,40,truck,10.56,12
ZONE_A,2026-01-12 13:00:00,48,truck,6.72,13
ZONE_A,2026-01-12 14:00:00,29,truck,9.06,14
ZONE_A,2026-01-12 15:00:00,33,truck,9.73,15
ZONE_A,2026-01-12 16:00:00,35,van,7.76,16
ZONE_A,2026-01-12 17:00:00,24,truck,1.79,17
ZONE_A,2026-01-12 18:00:00,42,truck,3.74,18
ZONE_A,2026-01-12 19:00:00,11,truck,6.0,19
ZONE_A,2026-01-12 20:00:00,9,truck,1.24,20
ZONE_A,2026-01-12 21:00:00,8,van,13.44,21
ZONE_A,2026-01-12 22:00:00,7,truck,10.55,22
ZONE_A,2026-01-12 23:00:00,9,van,13.22,23
ZONE_A,2026-01-13 00:00:00,10,van,7.93,0
ZONE_A,2026-01-13 01:00:00,11,motorcycle,4.86,1
ZONE_A,2026-01-13 02:00:00,12,van,3.09,2
ZONE_A,2026-01-13 03:00:00,8,motorcycle,6.52,3
ZONE_A,2026-01-13 04:00:00,8,motorcycle,3.97,4
ZONE_A,2026-01-13 05:00:00,8,truck,12.31,5
ZONE_A,2026-01-13 06:00:00,8,van,6.73,6
ZONE_A,2026-01-13 07:00:00,10,van,7.48,7
ZONE_A,2026-01-13 08:00:00,7,van,2.51,8
ZONE_A,2026-01-13 09:00:00,30,motorcycle,13.84,9
ZONE_A,2026-01-13 10:00:00,28,truck,12.79,10
ZONE_A,2026-01-13 11:00:00,29,van,1.12,11
ZONE_A,2026-01-13 12:00:00,50,motorcycle,1.86,12
ZONE_A,2026-01-13 13:00:00,50,motorcycle,14.27,13
ZONE_A,2026-01-13 14:00:00,29,truck,9.24,14
ZONE_A,2026-01-13 15:00:00,24,motorcycle,14.96,15
ZONE_A,2026-01-13 16:00:00,26,motorcycle,14.5,16
ZONE_A,2026-01-13 17:00:00,19,van,14.84,17
ZONE_A,2026-01-13 18:00:00,43,motorcycle,11.14,18
ZONE_A,2026-01-13 19:00:00,14,van,12.63,19
ZONE_A,2026-01-13 20:00:00,7,motorcycle,14.09,20
ZONE_A,2026-01-13 21:00:00,9,truck,11.8,21
ZONE_A,2026-01-13 22:00:00,9,truck,6.12,22
ZONE_A,2026-01-13 23:00:00,7,van,3.77,23
ZONE_A,2026-01-14 00:00:00,8,truck,3.32,0
ZONE_A,2026-01-14 01:00:00,9,motorcycle,7.63,1
ZONE_A,2026-01-14 02:00:00,12,truck,3.81,2
ZONE_A,2026-01-14 03:00:00,8,van,6.24,3
ZONE_A,2026-01-14 04:00:00,6,motorcycle,4.82,4
ZONE_A,2026-01-14 05:00:00,9,truck,5.92,5
ZONE_A,2026-01-14 06:00:00,8,motorcycle,10.55,6
ZONE_A,2026-01-14 07:00:00,7,van,9.07,7
ZONE_A,2026-01-14 08:00:00,9,motorcycle,5.12,8
ZONE_A,2026-01-14 09:00:00,31,van,12.48,9
ZONE_A,2026-01-14 10:00:00,33,van,12.86,10
ZONE_A,2026-01-14 11:00:00,32,motorcycle,9.79,11
ZONE_A,2026-01-14 12:00:00,42,motorcycle,13.35,12
ZONE_A,2026-01-14 13:00:00,43,van,11.84,13
ZONE_A,2026-01-14 14:00:00,27,van,10.74,14
ZONE_A,2026-01-14 15:00:00,27,van,6.97,15
ZONE_A,2026-01-14 16:00:00,27,motorcycle,5.89,16
ZONE_A,2026-01-14 17:00:00,35,truck,3.74,17
ZONE_A,2026-01-14 18:00:00,49,truck,13.79,18
ZONE_A,2026-01-14 19:00:00,14,motorcycle,9.84,19
ZONE_A,2026-01-14 20:00:00,10,van,4.17,20
ZONE_A,2026-01-14 21:00:00,10,motorcycle,13.02,21
ZONE_A,2026-01-14 22:00:00,11,truck,9.16,22
ZONE_A,2026-01-14 23:00:00,9,van,5.5,23
ZONE_A,2026-01-15 00:00:00,8,truck,13.05,0
ZONE_A,2026-01-15 01:00:00,8,motorcycle,4.47,1
ZONE_A,2026-01-15 02:00:00,12,truck,9.73,2
ZONE_A,2026-01-15 03:00:00,11,truck,6.02,3
ZONE_A,2026-01-15 04:00:00,9,motorcycle,8.21,4
ZONE_A,2026-01-15 05:00:00,11,motorcycle,12.34,5
ZONE_A,2026-01-15 06:00:00,9,motorcycle,14.72,6
ZONE_A,2026-01-15 07:00:00,9,van,10.39,7
ZONE_A,2026-01-15 08:00:00,8,van,11.6,8
ZONE_A,2026-01-15 09:00:00,31,van,10.95,9
ZONE_A,2026-01-15 10:00:00,23,truck,10.49,10
ZONE_A,2026-01-15 11:00:00,26,truck,7.7,11
ZONE_A,2026-01-15 12:00:00,36,van,8.16,12
ZONE_A,2026-01-15 13:00:00,38,truck,3.89,13
ZONE_A,2026-01-15 14:00:00,35,motorcycle,11.61,14
ZONE_A,2026-01-15 15:00:00,34,motorcycle,6.03,15
ZONE_A,2026-01-15 16:00:00,30,van,12.4,16
ZONE_A,2026-01-15 17:00:00,24,truck,8.8,17
ZONE_A,2026-01-15 18:00:00,36,van,11.78,18
ZONE_A,2026-01-15 19:00:00,14,van,12.48,19
ZONE_A,2026-01-15 20:00:00,10,van,8.52,20
ZONE_A,2026-01-15 21:00:00,9,van,10.05,21
ZONE_A,2026-01-15 22:00:00,9,truck,10.02,22
ZONE_A,2026-01-15 23:00:00,10,truck,11.78,23
ZONE_A,2026-01-16 00:00:00,9,truck,6.31,0
ZONE_A,2026-01-16 01:00:00,8,motorcycle,5.75,1
ZONE_A,2026-01-16 02:00:00,7,van,11.2,2
ZONE_A,2026-01-16 03:00:00,10,van,10.69,3
ZONE_A,2026-01-16 04:00:00,10,motorcycle,10.07,4
ZONE_A,2026-01-16 05:00:00,8,truck,13.68,5
ZONE_A,2026-01-16 06:00:00,10,van,12.02,6
ZONE_A,2026-01-16 07:00:00,9,van,8.03,7
ZONE_A,2026-01-16 08:00:00,9,motorcycle,9.27,8
ZONE_A,2026-01-16 09:00:00,30,truck,5.08,9
ZONE_A,2026-01-16 10:00:00,27,motorcycle,13.16,10
ZONE_A,2026-01-16 11:00:00,31,van,10.61,11
ZONE_A,2026-01-16 12:00:00,52,truck,7.34,12
ZONE_A,2026-01-16 13:00:00,39,van,8.72,13
ZONE_A,2026-01-16 14:00:00,30,van,7.94,14
ZONE_A,2026-01-16 15:00:00,33,van,10.79,15
ZONE_A,2026-01-16 16:00:00,30,van,7.88,16
ZONE_A,2026-01-16 17:00:00,31,motorcycle,12.79,17
ZONE_A,2026-01-16 18:00:00,51,van,5.24,18
ZONE_A,2026-01-16 19:00:00,11,motorcycle,11.84,19
ZONE_A,2026-01-16 20:00:00,8,motorcycle,11.03,20
ZONE_A,2026-01-16 21:00:00,9,truck,1.87,21
ZONE_A,2026-01-16 22:00:00,10,van,8.04,22
ZONE_A,2026-01-16 23:00:00,10,truck,4.68,23
ZONE_A,2026-01-17 00:00:00,6,van,13.91,0
ZONE_A,2026-01-17 01:00:00,6,truck,12.38,1
ZONE_A,2026-01-17 02:00:00,5,truck,10.55,2
ZONE_A,2026-01-17 03:00:00,9,van,6.72,3
ZONE_A,2026-01-17 04:00:00,5,van,6.63,4
ZONE_A,2026-01-17 05:00:00,8,truck,4.8,5
ZONE_A,2026-01-17 06:00:00,5,motorcycle,6.07,6
ZONE_A,2026-01-17 07:00:00,6,van,9.8,7
ZONE_A,2026-01-17 08:00:00,7,truck,3.1,8
ZONE_A,2026-01-17 09:00:00,20,motorcycle,6.1,9
ZONE_A,2026-01-17 10:00:00,17,truck,13.04,10
ZONE_A,2026-01-17 11:00:00,22,motorcycle,6.82,11
ZONE_A,2026-01-17 12:00:00,33,truck,14.68,12
ZONE_A,2026-01-17 13:00:00,27,truck,8.67,13
ZONE_A,2026-01-17 14:00:00,22,van,9.53,14
ZONE_A,2026-01-17 15:00:00,20,truck,9.13,15
ZONE_A,2026-01-17 16:00:00,21,van,1.15,16
ZONE_A,2026-01-17 17:00:00,17,van,1.51,17
ZONE_A,2026-01-17 18:00:00,31,motorcycle,1.55,18
ZONE_A,2026-01-17 19:00:00,6,van,4.81,19
ZONE_A,2026-01-17 20:00:00,7,truck,13.05,20
ZONE_A,2026-01-17 21:00:00,7,truck,4.7,21
ZONE_A,2026-01-17 22:00:00,5,van,14.12,22
ZONE_A,2026-01-17 23:00:00,7,truck,7.08,23
ZONE_A,2026-01-18 00:00:00,9,motorcycle,9.66,0
ZONE_A,2026-01-18 01:00:00,7,motorcycle,8.32,1
ZONE_A,2026-01-18 02:00:00,7,truck,14.93,2
ZONE_A,2026-01-18 03:00:00,7,motorcycle,14.48,3
ZONE_A,2026-01-18 04:00:00,6,motorcycle,8.36,4
ZONE_A,2026-01-18 05:00:00,6,van,5.3,5
ZONE_A,2026-01-18 06:00:00,7,van,3.0,6
ZONE_A,2026-01-18 07:00:00,5,truck,13.67,7
ZONE_A,2026-01-18 08:00:00,7,truck,10.09,8
ZONE_A,2026-01-18 09:00:00,27,motorcycle,12.54,9
ZONE_A,2026-01-18 10:00:00,21,truck,9.52,10
ZONE_A,2026-01-18 11:00:00,21,van,6.75,11
ZONE_A,2026-01-18 12:00:00,35,van,13.24,12
ZONE_A,2026-01-18 13:00:00,30,van,13.77,13
ZONE_A,2026-01-18 14:00:00,21,van,14.22,14
ZONE_A,2026-01-18 15:00:00,22,truck,13.19,15
ZONE_A,2026-01-18 16:00:00,25,van,5.4,16
ZONE_A,2026-01-18 17:00:00,22,truck,5.23,17
ZONE_A,2026-01-18 18:00:00,29,van,6.44,18
ZONE_A,2026-01-18 19:00:00,9,motorcycle,9.27,19
ZONE_A,2026-01-18 20:00:00,6,van,10.94,20
ZONE_A,2026-01-18 21:00:00,5,motorcycle,4.74,21
ZONE_A,2026-01-18 22:00:00,6,van,10.45,22
ZONE_A,2026-01-18 23:00:00,5,truck,7.22,23
ZONE_A,2026-01-19 00:00:00,10,truck,9.11,0
ZONE_A,2026-01-19 01:00:00,10,van,6.08,1
ZONE_A,2026-01-19 02:00:00,7,truck,10.88,2
ZONE_A,2026-01-19 03:00:00,11,truck,6.62,3
ZONE_A,2026-01-19 04:00:00,8,motorcycle,11.43,4
ZONE_A,2026-01-19 05:00:00,9,van,1.68,5
ZONE_A,2026-01-19 06:00:00,9,truck,7.14,6
ZONE_A,2026-01-19 07:00:00,8,motorcycle,14.5,7
ZONE_A,2026-01-19 08:00:00,9,van,12.41,8
