zone_id,delivery_timestamp,delivery_count,vehicle_type,distance_km
ZONE_A,2024-01-04 15:00:00,20,truck,8.54
ZONE_A,2024-01-04 16:00:00,23,van,12.92
ZONE_A,2024-01-04 17:00:00,22,truck,2.57
ZONE_A,2024-01-04 18:00:00,42,truck,8.57
ZONE_A,2024-01-04 19:00:00,12,van,4.24
ZONE_A,2024-01-04 20:00:00,7,truck,14.3
ZONE_A,2024-01-04 21:00:00,7,motorcycle,7.59
ZONE_A,2024-01-04 22:00:00,9,truck,7.8
ZONE_A,2024-01-04 23:00:00,9,motorcycle,2.45
ZONE_A,2024-01-05 00:00:00,7,truck,7.85
ZONE_A,2024-01-05 01:00:00,7,motorcycle,7.15
ZONE_A,2024-01-05 02:00:00,8,van,14.19
ZONE_A,2024-01-05 03:00:00,7,van,3.64
ZONE_A,2024-01-05 04:00:00,10,truck,11.08
ZONE_A,2024-01-05 05:00:00,9,truck,10.56
ZONE_A,2024-01-05 06:00:00,8,van,11.85
ZONE_A,2024-01-05 07:00:00,6,van,13.26
ZONE_A,2024-01-05 08:00:00,8,van,8.88
ZONE_A,2024-01-05 09:00:00,24,van,11.52
ZONE_A,2024-01-05 10:00:00,17,truck,10.45
ZONE_A,2024-01-05 11:00:00,20,van,12.83
ZONE_A,2024-01-05 12:00:00,35,truck,13.89
ZONE_A,2024-01-05 13:00:00,34,truck,7.06
ZONE_A,2024-01-05 14:00:00,26,truck,10.92
ZONE_A,2024-01-05 15:00:00,21,motorcycle,12.01
ZONE_A,2024-01-05 16:00:00,26,van,10.12
ZONE_A,2024-01-05 17:00:00,29,van,7.61
ZONE_A,2024-01-05 18:00:00,36,truck,12.8
ZONE_A,2024-01-05 19:00:00,13,truck,12.55
ZONE_A,2024-01-05 20:00:00,8,motorcycle,11.03
ZONE_A,2024-01-05 21:00:00,9,van,9.94
ZONE_A,2024-01-05 22:00:00,6,motorcycle,4.86
ZONE_A,2024-01-05 23:00:00,6,truck,2.61
ZONE_A,2024-01-06 00:00:00,4,truck,6.97
ZONE_A,2024-01-06 01:00:00,6,truck,9.46
ZONE_A,2024-01-06 02:00:00,5,motorcycle,14.63
ZONE_A,2024-01-06 03:00:00,4,truck,9.63
ZONE_A,2024-01-06 04:00:00,6,van,11.04
ZONE_A,2024-01-06 05:00:00,4,van,3.73
ZONE_A,2024-01-06 06:00:00,5,motorcycle,5.27
ZONE_A,2024-01-06 07:00:00,4,van,1.35
ZONE_A,2024-01-06 08:00:00,5,motorcycle,4.27
ZONE_A,2024-01-06 09:00:00,18,motorcycle,3.27
ZONE_A,2024-01-06 10:00:00,18,van,6.17
ZONE_A,2024-01-06 11:00:00,23,truck,8.96
ZONE_A,2024-01-06 12:00:00,19,truck,8.69
ZONE_A,2024-01-06 13:00:00,27,van,1.52
ZONE_A,2024-01-06 14:00:00,16,truck,10.51
ZONE_A,2024-01-06 15:00:00,22,motorcycle,12.63
ZONE_A,2024-01-06 16:00:00,16,motorcycle,10.6
ZONE_A,2024-01-06 17:00:00,20,van,11.07
ZONE_A,2024-01-06 18:00:00,27,truck,12.84
ZONE_A,2024-01-06 19:00:00,7,truck,4.52
ZONE_A,2024-01-06 20:00:00,5,truck,6.9
ZONE_A,2024-01-06 21:00:00,3,motorcycle,3.88
ZONE_A,2024-01-06 22:00:00,3,motorcycle,12.25
ZONE_A,2024-01-06 23:00:00,4,motorcycle,1.04
ZONE_A,2024-01-07 00:00:00,4,van,8.41
ZONE_A,2024-01-07 01:00:00,5,truck,12.71
ZONE_A,2024-01-07 02:00:00,5,motorcycle,12.31
ZONE_A,2024-01-07 03:00:00,6,motorcycle,14.06
ZONE_A,2024-01-07 04:00:00,5,motorcycle,5.5
ZONE_A,2024-01-07 05:00:00,5,van,9.37
ZONE_A,2024-01-07 06:00:00,4,van,3.04
ZONE_A,2024-01-07 07:00:00,5,truck,9.62
ZONE_A,2024-01-07 08:00:00,4,truck,14.59
ZONE_A,2024-01-07 09:00:00,18,truck,7.04
ZONE_A,2024-01-07 10:00:00,17,van,2.38
ZONE_A,2024-01-07 11:00:00,15,van,14.89
ZONE_A,2024-01-07 12:00:00,24,motorcycle,14.1
ZONE_A,2024-01-07 13:00:00,19,van,12.52
ZONE_A,2024-01-07 14:00:00,19,van,9.16
ZONE_A,2024-01-07 15:00:00,14,van,14.37
ZONE_A,2024-01-07 16:00:00,19,truck,5.25
ZONE_A,2024-01-07 17:00:00,17,truck,7.84
ZONE_A,2024-01-07 18:00:00,23,truck,1.85
ZONE_A,2024-01-07 19:00:00,9,truck,9.75
ZONE_A,2024-01-07 20:00:00,5,truck,6.78
ZONE_A,2024-01-07 21:00:00,5,motorcycle,10.72
ZONE_A,2024-01-07 22:00:00,4,van,3.94
ZONE_A,2024-01-07 23:00:00,5,truck,5.08
ZONE_A,2024-01-08 00:00:00,6,truck,12.97
ZONE_A,2024-01-08 01:00:00,5,truck,14.87
ZONE_A,2024-01-08 02:00:00,8,van,2.34
ZONE_A,2024-01-08 03:00:00,9,motorcycle,1.16
ZONE_A,2024-01-08 04:00:00,6,van,1.81
ZONE_A,2024-01-08 05:00:00,8,truck,6.53
ZONE_A,2024-01-08 06:00:00,6,van,13.84
ZONE_A,2024-01-08 07:00:00,7,truck,12.86
ZONE_A,2024-01-08 08:00:00,8,van,13.93
ZONE_A,2024-01-08 09:00:00,23,truck,11.99
ZONE_A,2024-01-08 10:00:00,24,motorcycle,3.3
ZONE_A,2024-01-08 11:00:00,24,truck,1.9
ZONE_A,2024-01-08 12:00:00,34,truck,14.45
ZONE_A,2024-01-08 13:00:00,36,truck,8.86
ZONE_A,2024-01-08 14:00:00,23,motorcycle,13.99
ZONE_A,2024-01-08 15:00:00,22,truck,11.98
ZONE_A,2024-01-08 16:00:00,19,motorcycle,11.72
ZONE_A,2024-01-08 17:00:00,23,motorcycle,3.09
ZONE_A,2024-01-08 18:00:00,37,motorcycle,7.62
ZONE_A,2024-01-08 19:00:00,9,truck,8.84
ZONE_A,2024-01-08 20:00:00,10,van,8.62
ZONE_A,2024-01-08 21:00:00,9,motorcycle,11.32
ZONE_A,2024-01-08 22:00:00,7,van,2.48
ZONE_A,2024-01-08 23:00:00,9,motorcycle,7.23
ZONE_A,2024-01-09 00:00:00,8,van,9.33
ZONE_A,2024-01-09 01:00:00,7,van,10.68
ZONE_A,2024-01-09 02:00:00,8,motorcycle,13.7
ZONE_A,2024-01-09 03:00:00,6,motorcycle,4.43
ZONE_A,2024-01-09 04:00:00,7,van,9.72
ZONE_A,2024-01-09 05:00:00,8,truck,3.78
ZONE_A,2024-01-09 06:00:00,7,motorcycle,11.87
ZONE_A,2024-01-09 07:00:00,9,truck,13.26
ZONE_A,2024-01-09 08:00:00,7,motorcycle,1.5
ZONE_A,2024-01-09 09:00:00,24,van,6.77
ZONE_A,2024-01-09 10:00:00,20,van,13.62
ZONE_A,2024-01-09 11:00:00,26,truck,4.84
ZONE_A,2024-01-09 12:00:00,39,motorcycle,1.0
ZONE_A,2024-01-09 13:00:00,33,motorcycle,9.9
ZONE_A,2024-01-09 14:00:00,25,van,3.58
ZONE_A,2024-01-09 15:00:00,21,motorcycle,1.57
ZONE_A,2024-01-09 16:00:00,31,truck,5.11
ZONE_A,2024-01-09 17:00:00,21,van,5.38
ZONE_A,2024-01-09 18:00:00,46,van,6.67
ZONE_A,2024-01-09 19:00:00,13,motorcycle,11.69
ZONE_A,2024-01-09 20:00:00,8,van,13.3
ZONE_A,2024-01-09 21:00:00,6,van,3.7
ZONE_A,2024-01-09 22:00:00,7,motorcycle,7.0
ZONE_A,2024-01-09 23:00:00,10,motorcycle,14.07
ZONE_A,2024-01-10 00:00:00,7,motorcycle,14.2
ZONE_A,2024-01-10 01:00:00,8,truck,12.49
ZONE_A,2024-01-10 02:00:00,7,truck,6.38
ZONE_A,2024-01-10 03:00:00,7,truck,12.64
ZONE_A,2024-01-10 04:00:00,8,van,10.95
ZONE_A,2024-01-10 05:00:00,7,van,3.04
ZONE_A,2024-01-10 06:00:00,6,van,5.72
ZONE_A,2024-01-10 07:00:00,7,van,7.33
ZONE_A,2024-01-10 08:00:00,9,motorcycle,10.64
ZONE_A,2024-01-10 09:00:00,20,van,2.87
ZONE_A,2024-01-10 10:00:00,24,van,1.73
ZONE_A,2024-01-10 11:00:00,23,van,8.52
ZONE_A,2024-01-10 12:00:00,43,motorcycle,3.17
ZONE_A,2024-01-10 13:00:00,32,truck,3.97
ZONE_A,2024-01-10 14:00:00,25,truck,8.61
ZONE_A,2024-01-10 15:00:00,24,motorcycle,2.18
ZONE_A,2024-01-10 16:00:00,20,motorcycle,2.68
ZONE_A,2024-01-10 17:00:00,21,van,13.02
ZONE_A,2024-01-10 18:00:00,38,van,11.0
ZONE_A,2024-01-10 19:00:00,11,van,6.22
ZONE_A,2024-01-10 20:00:00,7,van,1.23
ZONE_A,2024-01-10 21:00:00,7,truck,4.97
ZONE_A,2024-01-10 22:00:00,8,truck,6.02
ZONE_A,2024-01-10 23:00:00,6,motorcycle,2.47
ZONE_A,2024-01-11 00:00:00,9,van,13.01
ZONE_A,2024-01-11 01:00:00,7,van,9.76
ZONE_A,2024-01-11 02:00:00,7,motorcycle,8.0
ZONE_A,2024-01-11 03:00:00,11,truck,2.65
ZONE_A,2024-01-11 04:00:00,8,van,4.05
ZONE_A,2024-01-11 05:00:00,6,van,9.95
ZONE_A,2024-01-11 06:00:00,7,motorcycle,4.51
ZONE_A,2024-01-11 07:00:00,6,van,14.15
ZONE_A,2024-01-11 08:00:00,7,van,7.39
ZONE_A,2024-01-11 09:00:00,21,motorcycle,14.92
ZONE_A,2024-01-11 10:00:00,32,motorcycle,12.48
ZONE_A,2024-01-11 11:00:00,26,motorcycle,10.62
ZONE_A,2024-01-11 12:00:00,39,motorcycle,3.88
ZONE_A,2024-01-11 13:00:00,33,van,3.18
ZONE_A,2024-01-11 14:00:00,28,motorcycle,8.64
ZONE_A,2024-01-11 15:00:00,25,truck,14.39
ZONE_A,2024-01-11 16:00:00,26,van,11.1
ZONE_A,2024-01-11 17:00:00,30,motorcycle,13.42
ZONE_A,2024-01-11 18:00:00,37,van,9.53
ZONE_A,2024-01-11 19:00:00,13,motorcycle,11.04
ZONE_A,2024-01-11 20:00:00,8,truck,2.96
ZONE_A,2024-01-11 21:00:00,6,van,4.96
ZONE_A,2024-01-11 22:00:00,7,van,8.91
ZONE_A,2024-01-11 23:00:00,9,truck,9.71
ZONE_A,2024-01-12 00:00:00,9,motorcycle,12.26
ZONE_A,2024-01-12 01:00:00,10,van,5.19
ZONE_A,2024-01-12 02:00:00,5,truck,10.93
ZONE_A,2024-01-12 03:00:00,8,motorcycle,2.24
ZONE_A,2024-01-12 04:00:00,7,van,1.07
ZONE_A,2024-01-12 05:00:00,8,motorcycle,6.07
ZONE_A,2024-01-12 06:00:00,8,truck,4.59
ZONE_A,2024-01-12 07:00:00,8,truck,14.12
ZONE_A,2024-01-12 08:00:00,7,motorcycle,7.77
ZONE_A,2024-01-12 09:00:00,19,motorcycle,2.35
ZONE_A,2024-01-12 10:00:00,27,motorcycle,6.99
ZONE_A,2024-01-12 11:00:00,22,truck,2.89
ZONE_A,2024-01-12 12:00:00,52,van,12.54
ZONE_A,2024-01-12 13:00:00,24,truck,10.46
ZONE_A,2024-01-12 14:00:00,24,van,9.95
ZONE_A,2024-01-12 15:00:00,30,truck,7.76
ZONE_A,2024-01-12 16:00:00,24,van,8.53
ZONE_A,2024-01-12 17:00:00,29,motorcycle,3.4
ZONE_A,2024-01-12 18:00:00,36,truck,7.56
ZONE_A,2024-01-12 19:00:00,13,van,2.63
ZONE_A,2024-01-12 20:00:00,10,van,9.35
ZONE_A,2024-01-12 21:00:00,8,motorcycle,13.88
ZONE_A,2024-01-12 22:00:00,7,van,10.92
ZONE_A,2024-01-12 23:00:00,8,motorcycle,8.78
ZONE_A,2024-01-13 00:00:00,4,motorcycle,10.71
ZONE_A,2024-01-13 01:00:00,5,truck,4.59
ZONE_A,2024-01-13 02:00:00,4,truck,7.99
ZONE_A,2024-01-13 03:00:00,4,van,7.35
ZONE_A,2024-01-13 04:00:00,4,motorcycle,12.41
ZONE_A,2024-01-13 05:00:00,4,motorcycle,13.72
ZONE_A,2024-01-13 06:00:00,5,motorcycle,9.51
ZONE_A,2024-01-13 07:00:00,5,truck,5.09
ZONE_A,2024-01-13 08:00:00,6,truck,11.05
ZONE_A,2024-01-13 09:00:00,17,truck,6.2
ZONE_A,2024-01-13 10:00:00,14,motorcycle,6.08
ZONE_A,2024-01-13 11:00:00,20,truck,8.46
ZONE_A,2024-01-13 12:00:00,23,truck,13.4
ZONE_A,2024-01-13 13:00:00,22,motorcycle,12.65
ZONE_A,2024-01-13 14:00:00,20,motorcycle,9.2
ZONE_A,2024-01-13 15:00:00,17,truck,8.25
ZONE_A,2024-01-13 16:00:00,15,truck,7.89
ZONE_A,2024-01-13 17:00:00,18,motorcycle,1.12
ZONE_A,2024-01-13 18:00:00,25,truck,10.24
ZONE_A,2024-01-13 19:00:00,9,truck,5.4
ZONE_A,2024-01-13 20:00:00,4,van,4.34
ZONE_A,2024-01-13 21:00:00,5,motorcycle,9.43
ZONE_A,2024-01-13 22:00:00,4,motorcycle,14.27
ZONE_A,2024-01-13 23:00:00,6,truck,11.3
ZONE_A,2024-01-14 00:00:00,4,motorcycle,5.52
ZONE_A,2024-01-14 01:00:00,5,truck,14.79
ZONE_A,2024-01-14 02:00:00,4,truck,6.79
ZONE_A,2024-01-14 03:00:00,5,truck,3.64
ZONE_A,2024-01-14 04:00:00,6,van,10.86
ZONE_A,2024-01-14 05:00:00,4,truck,8.42
ZONE_A,2024-01-14 06:00:00,6,van,4.89
ZONE_A,2024-01-14 07:00:00,4,motorcycle,10.45
ZONE_A,2024-01-14 08:00:00,6,truck,8.51
ZONE_A,2024-01-14 09:00:00,17,motorcycle,5.58
ZONE_A,2024-01-14 10:00:00,11,van,2.29
ZONE_A,2024-01-14 11:00:00,19,van,13.09
ZONE_A,2024-01-14 12:00:00,25,motorcycle,3.87
ZONE_A,2024-01-14 13:00:00,27,motorcycle,13.82
ZONE_A,2024-01-14 14:00:00,16,truck,6.18
ZONE_A,2024-01-14 15:00:00,20,truck,10.95
ZONE_A,2024-01-14 16:00:00,17,motorcycle,11.43
ZONE_A,2024-01-14 17:00:00,16,truck,7.66
ZONE_A,2024-01-14 18:00:00,26,truck,4.3
ZONE_A,2024-01-14 19:00:00,9,motorcycle,9.04
ZONE_A,2024-01-14 20:00:00,5,motorcycle,5.85
ZONE_A,2024-01-14 21:00:00,5,motorcycle,5.23
ZONE_A,2024-01-14 22:00:00,4,van,3.3
ZONE_A,2024-01-14 23:00:00,6,motorcycle,3.23
ZONE_A,2024-01-15 00:00:00,7,motorcycle,7.51
ZONE_A,2024-01-15 01:00:00,6,motorcycle,9.57
ZONE_A,2024-01-15 02:00:00,7,motorcycle,2.1
ZONE_A,2024-01-15 03:00:00,7,van,13.43
ZONE_A,2024-01-15 04:00:00,8,van,14.91
ZONE_A,2024-01-15 05:00:00,7,van,12.62
ZONE_A,2024-01-15 06:00:00,10,truck,6.54
ZONE_A,2024-01-15 07:00:00,6,van,14.98
ZONE_A,2024-01-15 08:00:00,9,motorcycle,3.83
ZONE_A,2024-01-15 09:00:00,25,motorcycle,3.36
ZONE_A,2024-01-15 10:00:00,27,van,11.59
ZONE_A,2024-01-15 11:00:00,28,truck,6.79
ZONE_A,2024-01-15 12:00:00,46,van,4.22
ZONE_A,2024-01-15 13:00:00,39,motorcycle,5.45
ZONE_A,2024-01-15 14:00:00,29,truck,5.26
ZONE_A,2024-01-15 15:00:00,25,van,13.71
ZONE_A,2024-01-15 16:00:00,25,van,6.43
ZONE_A,2024-01-15 17:00:00,23,motorcycle,12.2
ZONE_A,2024-01-15 18:00:00,40,van,14.51
ZONE_A,2024-01-15 19:00:00,11,motorcycle,4.03
ZONE_A,2024-01-15 20:00:00,8,motorcycle,7.04
ZONE_A,2024-01-15 21:00:00,6,motorcycle,13.21
ZONE_A,2024-01-15 22:00:00,8,truck,13.7
ZONE_A,2024-01-15 23:00:00,8,truck,5.1
ZONE_A,2024-01-16 00:00:00,8,motorcycle,11.93
ZONE_A,2024-01-16 01:00:00,7,van,6.31
ZONE_A,2024-01-16 02:00:00,7,van,4.54
ZONE_A,2024-01-16 03:00:00,8,motorcycle,10.22
ZONE_A,2024-01-16 04:00:00,9,van,8.56
ZONE_A,2024-01-16 05:00:00,7,van,8.34
ZONE_A,2024-01-16 06:00:00,5,motorcycle,9.64
ZONE_A,2024-01-16 07:00:00,6,truck,5.98
ZONE_A,2024-01-16 08:00:00,7,truck,9.27
ZONE_A,2024-01-16 09:00:00,24,truck,3.9
ZONE_A,2024-01-16 10:00:00,22,truck,14.51
ZONE_A,2024-01-16 11:00:00,28,motorcycle,11.17
ZONE_A,2024-01-16 12:00:00,44,motorcycle,7.85
ZONE_A,2024-01-16 13:00:00,44,van,5.22
ZONE_A,2024-01-16 14:00:00,19,truck,3.81
ZONE_A,2024-01-16 15:00:00,28,motorcycle,6.47
ZONE_A,2024-01-16 16:00:00,24,truck,1.39
ZONE_A,2024-01-16 17:00:00,28,truck,8.56
ZONE_A,2024-01-16 18:00:00,37,motorcycle,10.92
ZONE_A,2024-01-16 19:00:00,11,truck,7.67
ZONE_A,2024-01-16 20:00:00,6,motorcycle,14.05
ZONE_A,2024-01-16 21:00:00,9,van,5.6
ZONE_A,2024-01-16 22:00:00,9,van,3.82
ZONE_A,2024-01-16 23:00:00,8,van,5.22
ZONE_A,2024-01-17 00:00:00,6,truck,9.31
ZONE_A,2024-01-17 01:00:00,9,van,2.61
ZONE_A,2024-01-17 02:00:00,6,truck,10.11
ZONE_A,2024-01-17 03:00:00,8,truck,6.36
ZONE_A,2024-01-17 04:00:00,8,motorcycle,10.48
ZONE_A,2024-01-17 05:00:00,9,motorcycle,9.49
ZONE_A,2024-01-17 06:00:00,6,van,12.49
ZONE_A,2024-01-17 07:00:00,6,motorcycle,5.27
ZONE_A,2024-01-17 08:00:00,8,van,12.39
ZONE_A,2024-01-17 09:00:00,19,van,12.01
ZONE_A,2024-01-17 10:00:00,23,van,3.23
ZONE_A,2024-01-17 11:00:00,27,truck,1.19
ZONE_A,2024-01-17 12:00:00,30,motorcycle,5.74
ZONE_A,2024-01-17 13:00:00,28,van,3.52
ZONE_A,2024-01-17 14:00:00,23,truck,4.86
ZONE_A,2024-01-17 15:00:00,27,motorcycle,1.32
ZONE_A,2024-01-17 16:00:00,20,truck,10.51
ZONE_A,2024-01-17 17:00:00,23,van,3.77
ZONE_A,2024-01-17 18:00:00,32,van,11.8
ZONE_A,2024-01-17 19:00:00,12,van,7.0
ZONE_A,2024-01-17 20:00:00,6,truck,13.85
ZONE_A,2024-01-17 21:00:00,8,motorcycle,11.59
ZONE_A,2024-01-17 22:00:00,7,motorcycle,6.64
ZONE_A,2024-01-17 23:00:00,7,truck,2.89
ZONE_A,2024-01-18 00:00:00,7,van,13.8
ZONE_A,2024-01-18 01:00:00,8,van,1.81
ZONE_A,2024-01-18 02:00:00,8,motorcycle,14.4
ZONE_A,2024-01-18 03:00:00,8,truck,9.26
ZONE_A,2024-01-18 04:00:00,9,motorcycle,7.85
ZONE_A,2024-01-18 05:00:00,7,van,5.53
ZONE_A,2024-01-18 06:00:00,8,van,6.28
ZONE_A,2024-01-18 07:00:00,7,truck,4.92
ZONE_A,2024-01-18 08:00:00,7,van,6.54
ZONE_A,2024-01-18 09:00:00,24,motorcycle,6.35
ZONE_A,2024-01-18 10:00:00,32,motorcycle,6.5
ZONE_A,2024-01-18 11:00:00,20,van,8.09
ZONE_A,2024-01-18 12:00:00,41,van,7.92
ZONE_A,2024-01-18 13:00:00,43,van,13.21
ZONE_A,2024-01-18 14:00:00,27,van,3.05
ZONE_A,2024-01-18 15:00:00,25,motorcycle,14.52
ZONE_A,2024-01-18 16:00:00,23,truck,12.0
ZONE_A,2024-01-18 17:00:00,21,motorcycle,7.81
ZONE_A,2024-01-18 18:00:00,43,van,2.0
ZONE_A,2024-01-18 19:00:00,9,motorcycle,7.83
ZONE_A,2024-01-18 20:00:00,9,truck,3.86
ZONE_A,2024-01-18 21:00:00,10,truck,12.13
ZONE_A,2024-01-18 22:00:00,8,motorcycle,7.73
ZONE_A,2024-01-18 23:00:00,8,truck,1.78
ZONE_A,2024-01-19 00:00:00,6,truck,10.18
ZONE_A,2024-01-19 01:00:00,9,van,7.77
ZONE_A,2024-01-19 02:00:00,8,truck,14.31
ZONE_A,2024-01-19 03:00:00,7,van,4.6
ZONE_A,2024-01-19 04:00:00,9,van,12.38
ZONE_A,2024-01-19 05:00:00,5,van,1.11
ZONE_A,2024-01-19 06:00:00,7,motorcycle,7.54
ZONE_A,2024-01-19 07:00:00,6,motorcycle,13.37
ZONE_A,2024-01-19 08:00:00,7,truck,3.5
ZONE_A,2024-01-19 09:00:00,25,truck,2.9
ZONE_A,2024-01-19 10:00:00,21,truck,6.77
ZONE_A,2024-01-19 11:00:00,27,truck,11.19
ZONE_A,2024-01-19 12:00:00,43,truck,9.54
ZONE_A,2024-01-19 13:00:00,25,van,9.89
ZONE_A,2024-01-19 14:00:00,26,motorcycle,1.4
ZONE_A,2024-01-19 15:00:00,22,van,5.76
ZONE_A,2024-01-19 16:00:00,20,motorcycle,5.01
ZONE_A,2024-01-19 17:00:00,23,motorcycle,11.75
ZONE_A,2024-01-19 18:00:00,33,van,8.33
ZONE_A,2024-01-19 19:00:00,12,van,14.62
ZONE_A,2024-01-19 20:00:00,8,van,7.72
ZONE_A,2024-01-19 21:00:00,7,truck,13.82
ZONE_A,2024-01-19 22:00:00,5,van,4.55
ZONE_A,2024-01-19 23:00:00,8,motorcycle,5.55
ZONE_A,2024-01-20 00:00:00,4,truck,8.59
ZONE_A,2024-01-20 01:00:00,5,motorcycle,1.72
ZONE_A,2024-01-20 02:00:00,6,van,5.36
ZONE_A,2024-01-20 03:00:00,6,van,2.33
ZONE_A,2024-01-20 04:00:00,6,van,2.63
ZONE_A,2024-01-20 05:00:00,5,motorcycle,3.97
ZONE_A,2024-01-20 06:00:00,4,van,13.51
ZONE_A,2024-01-20 07:00:00,4,motorcycle,8.9
ZONE_A,2024-01-20 08:00:00,5,van,7.87
ZONE_A,2024-01-20 09:00:00,20,van,5.54
ZONE_A,2024-01-20 10:00:00,22,van,1.13
ZONE_A,2024-01-20 11:00:00,14,truck,2.39
ZONE_A,2024-01-20 12:00:00,26,truck,1.95
ZONE_A,2024-01-20 13:00:00,32,truck,8.74
